Age,Country,Subscription_Type,Watch_Time_Hours,Favorite_Genre,Last_Login
49,UK,Basic,860.19,Comedy,3/31/2024
57,France,Basic,502.32,Comedy,2/6/2025
57,Germany,Basic,423.01,Action,8/20/2024
53,UK,Basic,421.52,Sci-Fi,10/29/2024
76,Canada,Basic,442.73,Drama,5/23/2024
39,Australia,Premium,569.49,Romance,10/18/2024
42,Canada,Premium,80.87,Documentary,1/19/2025
40,USA,Basic,869.64,Action,3/1/2025
64,Canada,Premium,914.01,Action,11/28/2024
26,Australia,Basic,966.54,Romance,6/2/2024
52,Australia,Premium,771.74,Sci-Fi,9/2/2024
21,Germany,Premium,525.75,Documentary,10/23/2024
27,Germany,Basic,623.49,Comedy,7/4/2024
54,Canada,Premium,613.53,Drama,3/27/2024
57,UK,Basic,420.73,Horror,1/18/2025
42,Mexico,Standard,362.36,Sci-Fi,2/17/2025
34,France,Basic,668.1,Horror,5/30/2024
54,UK,Standard,795.51,Drama,5/5/2024
20,UK,Premium,496.56,Documentary,10/5/2024
39,India,Standard,514.24,Romance,5/15/2024
61,Australia,Standard,395.8,Sci-Fi,3/26/2024
48,USA,Standard,864.18,Comedy,7/15/2024
28,Japan,Premium,14.29,Action,3/19/2024
56,Brazil,Premium,214.14,Horror,8/5/2024
40,Brazil,Standard,276.05,Comedy,9/8/2024
76,Australia,Standard,780.6,Comedy,5/23/2024
66,France,Standard,817.62,Sci-Fi,3/9/2024
54,Germany,Premium,829.29,Drama,4/26/2024
60,Canada,Standard,772.6,Action,6/23/2024
28,Australia,Basic,764.93,Romance,11/20/2024
21,Canada,Standard,72.36,Documentary,7/6/2024
19,Brazil,Premium,538.48,Drama,1/5/2025
28,Germany,Premium,198.35,Horror,8/26/2024
32,Brazil,Basic,659.92,Drama,4/6/2024
80,UK,Premium,900.27,Sci-Fi,6/16/2024
66,Germany,Basic,923.74,Comedy,7/24/2024
36,France,Premium,717.29,Romance,4/23/2024
61,Germany,Premium,118.88,Sci-Fi,1/9/2025
20,France,Premium,721.42,Comedy,9/21/2024
57,UK,Standard,680.63,Horror,8/1/2024
59,Germany,Premium,215.36,Comedy,6/21/2024
56,India,Premium,105.69,Action,1/24/2025
23,USA,Standard,40.29,Documentary,3/4/2025
41,France,Premium,423.15,Romance,8/18/2024
13,Canada,Premium,79.64,Documentary,12/14/2024
31,USA,Basic,524.28,Documentary,8/26/2024
30,Australia,Basic,751.86,Action,2/8/2025
57,Brazil,Premium,699.26,Comedy,3/21/2024
59,India,Premium,69.15,Drama,6/21/2024
63,Japan,Basic,454.89,Horror,6/21/2024
77,Australia,Premium,26.16,Romance,8/18/2024
78,Brazil,Standard,661.37,Action,11/14/2024
53,UK,Basic,534.36,Action,8/15/2024
48,USA,Premium,744.64,Romance,1/4/2025
37,Canada,Standard,789.67,Romance,10/11/2024
68,Brazil,Basic,915.83,Sci-Fi,4/23/2024
48,India,Premium,882.62,Drama,7/18/2024
39,India,Basic,185.04,Romance,11/9/2024
42,Canada,Basic,782.21,Horror,7/4/2024
45,India,Standard,868.24,Romance,12/25/2024
61,Mexico,Premium,967.69,Sci-Fi,12/17/2024
13,Canada,Premium,666.32,Drama,6/9/2024
25,Canada,Standard,483.79,Sci-Fi,10/2/2024
42,Japan,Basic,677.27,Documentary,1/21/2025
26,Canada,Premium,811.78,Drama,1/18/2025
38,India,Basic,104.57,Comedy,12/19/2024
43,Canada,Premium,511.98,Romance,6/17/2024
17,Canada,Standard,656.41,Romance,8/21/2024
80,Japan,Basic,63.37,Documentary,6/27/2024
79,Japan,Standard,199.52,Horror,4/18/2024
28,France,Basic,456.26,Action,3/18/2024
40,Japan,Standard,964.03,Documentary,10/1/2024
64,Germany,Premium,659.1,Comedy,7/11/2024
48,Australia,Standard,811.63,Documentary,1/14/2025
30,Australia,Standard,980.59,Romance,6/19/2024
77,Mexico,Basic,187.02,Action,12/3/2024
80,Canada,Premium,895.8,Horror,5/2/2024
15,USA,Basic,101.51,Sci-Fi,12/1/2024
58,Brazil,Premium,413.78,Comedy,8/12/2024
56,Brazil,Standard,151.5,Comedy,9/18/2024
19,Germany,Basic,720.65,Drama,1/5/2025
40,Canada,Basic,867.95,Romance,1/11/2025
62,Brazil,Basic,657.04,Comedy,9/14/2024
59,USA,Premium,155.44,Sci-Fi,10/18/2024
28,Japan,Basic,633.72,Drama,1/23/2025
75,Australia,Premium,957.61,Documentary,7/17/2024
71,Brazil,Standard,664.55,Sci-Fi,9/29/2024
49,UK,Standard,574.29,Comedy,2/15/2025
37,UK,Basic,622.82,Romance,5/29/2024
62,USA,Basic,191.57,Comedy,3/6/2025
13,UK,Standard,234.49,Romance,6/17/2024
66,Australia,Basic,482.7,Documentary,7/18/2024
26,France,Premium,189.03,Documentary,3/1/2025
50,Canada,Premium,555.67,Romance,11/23/2024
65,Mexico,Basic,920.16,Drama,10/29/2024
73,Germany,Premium,492.48,Documentary,5/25/2024
14,Japan,Standard,727.13,Romance,12/5/2024
30,France,Standard,799.49,Romance,9/9/2024
68,Brazil,Basic,945.99,Horror,6/21/2024
54,Germany,Standard,720.07,Action,12/22/2024
59,UK,Premium,565.96,Action,10/15/2024
38,Canada,Basic,409.14,Comedy,4/18/2024
55,France,Basic,773.55,Action,12/25/2024
35,Brazil,Basic,514.7,Documentary,2/6/2025
39,Japan,Basic,856.8,Comedy,12/17/2024
30,USA,Standard,422.19,Comedy,3/12/2024
79,Canada,Premium,299.44,Action,8/16/2024
67,Mexico,Basic,185.46,Drama,1/17/2025
33,India,Standard,628.52,Drama,2/9/2025
36,India,Standard,994.51,Documentary,4/30/2024
46,Japan,Premium,429.8,Horror,4/6/2024
40,Germany,Standard,72.89,Horror,4/9/2024
53,France,Basic,650.37,Documentary,1/12/2025
22,India,Basic,656.67,Drama,4/15/2024
50,Brazil,Premium,409.6,Horror,2/15/2025
29,Australia,Basic,225.22,Drama,8/3/2024
32,UK,Basic,618.03,Sci-Fi,6/10/2024
16,Canada,Basic,47.82,Drama,9/14/2024
20,USA,Premium,561.78,Action,10/15/2024
29,Australia,Premium,411.64,Action,3/28/2024
56,Canada,Standard,248.75,Action,5/16/2024
66,Mexico,Basic,781.73,Horror,2/20/2025
33,Japan,Premium,699.61,Documentary,6/19/2024
47,Japan,Premium,96.85,Horror,6/27/2024
25,Germany,Premium,252.4,Drama,7/7/2024
45,Mexico,Basic,336.68,Romance,9/5/2024
41,France,Basic,554.52,Horror,8/22/2024
42,USA,Basic,365.32,Romance,10/12/2024
18,USA,Standard,346.73,Horror,1/17/2025
32,UK,Premium,301.84,Romance,1/22/2025
17,UK,Standard,291.54,Drama,12/17/2024
72,Japan,Basic,964.41,Comedy,8/10/2024
48,Germany,Premium,425.85,Drama,12/22/2024
53,Mexico,Standard,638.95,Sci-Fi,6/7/2024
75,Mexico,Basic,721.65,Drama,1/10/2025
43,USA,Standard,589.4,Drama,12/13/2024
45,USA,Standard,927.79,Sci-Fi,2/9/2025
13,Germany,Premium,7.15,Sci-Fi,10/1/2024
15,Germany,Premium,195.39,Documentary,2/14/2025
43,Germany,Premium,466.26,Horror,11/4/2024
76,France,Basic,51.65,Horror,9/26/2024
24,France,Standard,306.65,Comedy,1/14/2025
54,Germany,Standard,220.09,Documentary,11/19/2024
75,France,Basic,569.1,Action,11/6/2024
55,UK,Standard,277.93,Drama,5/25/2024
42,India,Premium,969.95,Romance,10/1/2024
33,Japan,Basic,781.02,Comedy,4/20/2024
34,Brazil,Basic,75.25,Sci-Fi,2/12/2025
15,Canada,Basic,213.69,Sci-Fi,2/27/2025
67,India,Premium,943.71,Comedy,12/12/2024
39,Mexico,Standard,687.31,Romance,11/4/2024
71,India,Basic,623.05,Documentary,7/10/2024
77,USA,Basic,125.79,Comedy,1/4/2025
13,Japan,Basic,643.23,Horror,4/5/2024
21,Brazil,Premium,58.71,Documentary,2/18/2025
76,Australia,Basic,298.84,Drama,4/9/2024
26,Mexico,Premium,322.04,Horror,4/16/2024
31,India,Premium,734.18,Documentary,11/18/2024
42,Mexico,Premium,771.52,Drama,8/18/2024
68,UK,Standard,429.21,Horror,2/25/2025
39,Australia,Premium,364.39,Drama,3/19/2024
25,Australia,Basic,468.42,Documentary,11/4/2024
26,USA,Basic,493.07,Horror,9/11/2024
66,Mexico,Premium,243.32,Horror,11/6/2024
63,Japan,Basic,258.41,Romance,11/8/2024
55,UK,Premium,811.34,Sci-Fi,1/28/2025
57,Japan,Basic,884.55,Romance,12/21/2024
54,Mexico,Premium,125.07,Sci-Fi,7/13/2024
67,Germany,Basic,933,Documentary,7/31/2024
24,Germany,Standard,559.91,Action,8/31/2024
61,Mexico,Standard,422.5,Action,8/19/2024
31,UK,Standard,813.22,Romance,4/26/2024
71,UK,Standard,175.51,Documentary,11/18/2024
63,India,Premium,13.41,Comedy,3/22/2024
63,Germany,Standard,67.53,Comedy,10/26/2024
65,Brazil,Standard,355.64,Documentary,10/12/2024
36,France,Standard,556.53,Action,5/7/2024
16,Australia,Standard,983.31,Action,7/10/2024
16,Canada,Standard,788.08,Sci-Fi,4/6/2024
16,India,Basic,911.03,Romance,8/8/2024
73,Mexico,Premium,478.14,Drama,7/5/2024
59,Australia,Standard,253,Romance,6/3/2024
46,France,Standard,385.64,Drama,10/3/2024
31,Brazil,Standard,215.66,Drama,2/28/2025
73,India,Basic,911.24,Drama,6/25/2024
15,Germany,Standard,365.26,Horror,11/15/2024
18,Germany,Premium,317.96,Sci-Fi,9/9/2024
39,Mexico,Premium,800.8,Comedy,11/8/2024
78,USA,Basic,386.99,Comedy,2/1/2025
47,Australia,Standard,103.96,Action,2/20/2025
28,India,Premium,331.39,Documentary,7/3/2024
35,Germany,Standard,680.93,Romance,11/1/2024
59,Mexico,Basic,45.41,Documentary,5/6/2024
42,France,Standard,839.94,Action,1/22/2025
62,France,Standard,316.48,Drama,5/10/2024
77,Australia,Premium,468.85,Comedy,11/30/2024
67,Japan,Standard,22.56,Horror,5/19/2024
34,France,Standard,212.65,Horror,3/25/2024
24,Japan,Basic,148.84,Action,11/11/2024
78,Brazil,Standard,548.48,Documentary,9/28/2024
75,Australia,Basic,316.5,Action,10/31/2024
65,Canada,Premium,780.05,Action,9/23/2024
53,Brazil,Basic,341.91,Drama,5/11/2024
52,Australia,Standard,354.9,Drama,2/16/2025
17,Mexico,Standard,430.28,Documentary,6/5/2024
50,India,Basic,802.72,Drama,5/29/2024
15,Germany,Premium,72.76,Drama,9/16/2024
46,UK,Premium,278.36,Documentary,6/4/2024
62,Brazil,Basic,445.96,Drama,5/29/2024
61,USA,Standard,447.12,Comedy,3/9/2024
80,Germany,Standard,661.81,Comedy,11/13/2024
46,UK,Basic,707.4,Drama,1/20/2025
44,USA,Standard,633.5,Drama,6/16/2024
67,UK,Standard,161.88,Action,8/29/2024
65,Germany,Standard,623.9,Horror,6/25/2024
22,USA,Premium,879.34,Romance,11/26/2024
66,Mexico,Standard,772.14,Horror,5/16/2024
33,Japan,Standard,162.16,Horror,9/2/2024
22,UK,Basic,426.16,Sci-Fi,4/13/2024
64,Japan,Basic,219.95,Romance,2/14/2025
20,USA,Basic,656.77,Action,3/21/2024
30,India,Premium,782.7,Sci-Fi,2/18/2025
17,UK,Premium,700.67,Sci-Fi,7/3/2024
63,Germany,Basic,60.84,Horror,7/13/2024
29,UK,Basic,439.9,Action,5/13/2024
33,France,Premium,820.26,Romance,9/18/2024
64,France,Standard,660.47,Drama,12/30/2024
35,Canada,Basic,831.81,Action,5/23/2024
19,France,Basic,503.19,Sci-Fi,3/13/2024
69,Germany,Standard,807.82,Drama,1/9/2025
30,Germany,Basic,83.75,Action,5/29/2024
39,Canada,Premium,327.33,Action,8/13/2024
26,India,Basic,484.71,Horror,11/16/2024
60,USA,Basic,768.52,Action,1/9/2025
61,Brazil,Standard,549.74,Action,12/19/2024
75,Brazil,Premium,910.16,Documentary,3/31/2024
71,USA,Basic,691.89,Documentary,4/18/2024
25,France,Premium,858.92,Horror,6/17/2024
26,Australia,Premium,669.58,Horror,11/25/2024
37,France,Basic,458.68,Horror,11/27/2024
14,India,Basic,673.65,Comedy,4/30/2024
26,UK,Basic,541.67,Comedy,8/13/2024
21,Germany,Premium,705.86,Romance,7/11/2024
35,France,Basic,744.85,Horror,10/10/2024
25,France,Standard,102.52,Romance,5/1/2024
17,Japan,Basic,891.49,Documentary,5/27/2024
33,India,Basic,104.95,Romance,11/16/2024
66,Germany,Premium,345.04,Documentary,7/1/2024
38,Australia,Basic,97.56,Horror,1/22/2025
79,Japan,Premium,708.42,Romance,3/24/2024
58,Brazil,Premium,260.36,Horror,11/3/2024
32,UK,Standard,996.58,Horror,4/24/2024
51,Germany,Standard,435.71,Horror,3/10/2024
78,France,Standard,490.96,Romance,6/6/2024
40,India,Standard,517.12,Romance,12/2/2024
46,France,Standard,892.63,Romance,8/5/2024
19,Germany,Basic,403.72,Action,1/9/2025
67,Mexico,Basic,708.03,Romance,12/4/2024
26,USA,Basic,717.05,Drama,4/6/2024
22,Brazil,Standard,868.44,Sci-Fi,8/14/2024
23,Canada,Basic,769.28,Drama,4/4/2024
17,USA,Premium,629.63,Action,10/1/2024
17,Germany,Standard,745.36,Sci-Fi,3/9/2024
15,Japan,Premium,628.66,Romance,4/30/2024
35,Germany,Standard,632.55,Drama,1/3/2025
63,Germany,Basic,870.99,Horror,2/22/2025
17,USA,Basic,129.61,Romance,2/2/2025
40,Mexico,Standard,150.49,Documentary,3/1/2025
60,Japan,Standard,141.11,Romance,10/18/2024
27,Mexico,Basic,70.93,Comedy,3/6/2025
43,Brazil,Basic,728.95,Horror,6/17/2024
66,Canada,Premium,948.02,Sci-Fi,4/13/2024
34,Canada,Premium,638.92,Comedy,1/10/2025
53,Australia,Basic,220,Action,4/5/2024
45,UK,Basic,967.76,Action,9/1/2024
51,Brazil,Premium,239.23,Drama,5/2/2024
14,India,Basic,717.03,Romance,2/28/2025
46,Mexico,Basic,696.86,Sci-Fi,6/10/2024
22,Mexico,Premium,535.49,Horror,5/2/2024
20,Canada,Basic,470.55,Drama,8/7/2024
30,UK,Basic,602.62,Romance,1/18/2025
57,Germany,Premium,730.54,Drama,2/18/2025
33,UK,Basic,710.73,Documentary,9/17/2024
37,UK,Basic,244.58,Horror,4/28/2024
14,France,Premium,90.93,Sci-Fi,1/23/2025
19,Brazil,Premium,361.04,Comedy,3/24/2024
78,UK,Standard,134.93,Action,8/15/2024
78,France,Standard,45.37,Action,5/16/2024
47,France,Premium,303.09,Documentary,10/21/2024
27,France,Basic,463.2,Horror,11/20/2024
63,Brazil,Premium,180.52,Action,5/28/2024
19,France,Basic,418.21,Sci-Fi,9/22/2024
13,Australia,Standard,368.33,Action,8/28/2024
58,UK,Standard,29.02,Horror,2/25/2025
14,Australia,Basic,821.95,Documentary,8/26/2024
42,Australia,Premium,705.32,Drama,12/27/2024
65,India,Basic,155.53,Romance,8/19/2024
76,Australia,Basic,494.86,Comedy,1/1/2025
33,Germany,Basic,395.11,Romance,5/9/2024
72,Germany,Premium,578.03,Romance,9/15/2024
13,Brazil,Basic,595.83,Documentary,1/7/2025
29,France,Standard,759.68,Drama,6/10/2024
23,Germany,Basic,470.41,Sci-Fi,7/21/2024
28,France,Basic,834.56,Action,11/2/2024
44,India,Standard,823.82,Drama,11/15/2024
54,India,Premium,23.5,Documentary,11/25/2024
28,USA,Standard,511.26,Action,12/14/2024
80,India,Standard,669.65,Action,10/10/2024
13,UK,Premium,304.98,Drama,11/3/2024
65,France,Premium,531.8,Romance,5/18/2024
20,Mexico,Premium,274.91,Comedy,11/22/2024
58,France,Premium,383.67,Horror,4/17/2024
24,Japan,Premium,659.99,Sci-Fi,10/20/2024
38,India,Standard,755.53,Drama,5/28/2024
28,Brazil,Premium,250.31,Drama,8/1/2024
73,France,Standard,776.92,Action,4/7/2024
49,France,Premium,68.17,Comedy,5/10/2024
68,Canada,Standard,120.02,Comedy,7/17/2024
72,France,Standard,968.24,Horror,1/18/2025
48,Canada,Basic,953.59,Romance,9/25/2024
65,India,Basic,674.81,Romance,5/6/2024
71,Germany,Premium,546.41,Horror,11/19/2024
70,UK,Basic,248.72,Action,9/7/2024
78,Mexico,Standard,959.01,Documentary,6/17/2024
63,Japan,Standard,734.11,Romance,10/8/2024
27,Canada,Basic,588.87,Drama,7/21/2024
15,France,Basic,471.8,Documentary,4/23/2024
50,India,Premium,198.87,Horror,11/4/2024
48,USA,Standard,81.98,Documentary,10/7/2024
50,Australia,Basic,534.4,Documentary,5/22/2024
23,Australia,Standard,734.09,Romance,2/15/2025
65,Japan,Premium,72.39,Documentary,11/7/2024
27,India,Basic,697.37,Drama,12/6/2024
41,USA,Basic,429.62,Comedy,6/8/2024
68,Brazil,Basic,683.76,Comedy,12/31/2024
63,Germany,Standard,303.9,Sci-Fi,9/16/2024
16,Canada,Standard,770.56,Horror,6/14/2024
34,UK,Premium,274.76,Horror,11/29/2024
40,Japan,Basic,482.79,Documentary,11/19/2024
46,Australia,Standard,243.44,Sci-Fi,4/2/2024
61,Mexico,Standard,106.81,Drama,6/6/2024
40,UK,Standard,382.57,Comedy,10/19/2024
63,Germany,Basic,976.82,Sci-Fi,10/29/2024
62,Germany,Premium,989.83,Comedy,10/25/2024
69,Brazil,Premium,298.53,Action,2/2/2025
79,India,Basic,200.72,Horror,5/20/2024
49,UK,Premium,771.8,Action,6/2/2024
73,Brazil,Basic,859.58,Documentary,11/10/2024
19,Germany,Standard,22.74,Sci-Fi,6/11/2024
48,Canada,Premium,105.92,Documentary,10/10/2024
59,Mexico,Premium,972.61,Romance,6/23/2024
41,India,Standard,954.65,Romance,1/5/2025
68,India,Standard,289.37,Drama,9/14/2024
13,Mexico,Basic,494.51,Romance,3/17/2024
72,UK,Premium,627.74,Comedy,2/1/2025
65,UK,Standard,300.45,Horror,5/25/2024
39,France,Standard,218.69,Comedy,5/10/2024
51,Germany,Standard,128.72,Horror,5/30/2024
60,UK,Basic,25.88,Sci-Fi,1/30/2025
24,India,Premium,138.34,Sci-Fi,11/26/2024
15,Japan,Premium,764.23,Horror,2/22/2025
53,India,Standard,213.18,Comedy,12/10/2024
15,UK,Premium,147.89,Sci-Fi,10/25/2024
80,India,Basic,539.84,Romance,3/6/2025
33,Mexico,Premium,596.65,Comedy,1/27/2025
23,Germany,Standard,523.22,Romance,8/20/2024
16,Brazil,Standard,779.91,Romance,12/14/2024
20,USA,Standard,184.97,Comedy,8/15/2024
49,Japan,Basic,383.55,Romance,3/15/2024
31,Mexico,Premium,987.13,Horror,1/25/2025
62,Brazil,Standard,700.97,Romance,1/20/2025
16,Germany,Basic,594.05,Action,6/27/2024
45,France,Standard,628.96,Horror,4/18/2024
38,UK,Basic,64.65,Romance,12/30/2024
40,Australia,Premium,25.05,Comedy,11/16/2024
19,Japan,Basic,779.21,Drama,5/15/2024
48,UK,Basic,165.11,Comedy,12/19/2024
34,Canada,Basic,191.52,Documentary,6/18/2024
16,Canada,Standard,604.95,Horror,7/19/2024
59,Australia,Standard,525.61,Horror,5/11/2024
23,Mexico,Premium,698.79,Comedy,5/9/2024
35,Germany,Basic,943.47,Documentary,7/12/2024
22,Brazil,Basic,936.77,Romance,2/16/2025
27,Canada,Premium,32.3,Drama,8/15/2024
41,Mexico,Premium,878.09,Comedy,2/8/2025
20,Mexico,Basic,714.22,Drama,6/19/2024
17,UK,Standard,623.01,Horror,11/29/2024
77,Japan,Basic,79.12,Drama,4/10/2024
14,Canada,Premium,755.39,Romance,4/2/2024
23,Germany,Premium,844.99,Drama,1/2/2025
53,France,Basic,557.64,Comedy,8/11/2024
39,Germany,Premium,567.67,Sci-Fi,12/21/2024
44,UK,Basic,41.39,Comedy,11/7/2024
19,Germany,Standard,406.9,Sci-Fi,10/2/2024
22,Australia,Basic,127.78,Documentary,9/24/2024
46,Germany,Premium,394.09,Action,12/7/2024
65,India,Basic,992.17,Drama,9/5/2024
41,France,Premium,78.79,Sci-Fi,10/12/2024
54,UK,Basic,270.23,Sci-Fi,8/5/2024
52,India,Premium,371.29,Horror,4/21/2024
16,Germany,Premium,905.76,Comedy,10/9/2024
55,Japan,Premium,618.41,Documentary,10/29/2024
55,Australia,Basic,606.69,Drama,6/21/2024
25,France,Premium,223.6,Documentary,9/10/2024
60,Canada,Premium,281.58,Documentary,3/11/2024
45,Japan,Basic,332.11,Horror,2/27/2025
29,USA,Basic,928.12,Documentary,6/13/2024
53,Australia,Premium,303.94,Drama,3/2/2025
49,Germany,Standard,174.31,Action,6/12/2024
79,Australia,Basic,551.39,Drama,4/8/2024
33,Mexico,Premium,525.2,Horror,3/1/2025
51,USA,Basic,251.4,Comedy,2/22/2025
80,Japan,Premium,233.32,Horror,11/28/2024
28,Germany,Standard,37.73,Romance,6/7/2024
58,India,Premium,382.28,Horror,6/21/2024
43,UK,Basic,55.68,Romance,6/12/2024
22,Japan,Standard,158.73,Action,5/22/2024
62,Mexico,Premium,125.42,Action,7/14/2024
78,Japan,Standard,664.77,Drama,10/23/2024
70,France,Premium,491.82,Sci-Fi,9/8/2024
21,Australia,Basic,889.09,Horror,10/30/2024
68,Brazil,Standard,338.94,Drama,3/23/2024
79,UK,Basic,578.96,Horror,4/7/2024
22,France,Basic,889.44,Comedy,7/16/2024
63,India,Standard,886.59,Comedy,7/27/2024
73,Australia,Standard,747.44,Documentary,10/31/2024
43,India,Premium,157.62,Horror,8/23/2024
32,Canada,Standard,545.74,Horror,5/6/2024
37,France,Premium,633.87,Drama,8/25/2024
32,India,Premium,373.66,Sci-Fi,12/17/2024
64,Australia,Standard,247.16,Action,10/30/2024
76,Australia,Standard,205.34,Drama,10/5/2024
80,Mexico,Standard,280.34,Romance,10/21/2024
71,Germany,Basic,841.32,Documentary,10/7/2024
35,Australia,Standard,940.71,Drama,8/6/2024
69,USA,Basic,215.12,Sci-Fi,9/15/2024
38,Germany,Standard,601.26,Romance,1/25/2025
62,Germany,Premium,814.12,Comedy,10/29/2024
28,Germany,Basic,149.45,Comedy,11/25/2024
63,USA,Standard,364.18,Horror,9/14/2024
52,India,Standard,593.94,Horror,9/6/2024
21,France,Basic,273.49,Drama,11/25/2024
25,India,Premium,679.93,Sci-Fi,12/21/2024
41,Australia,Premium,609.91,Comedy,11/6/2024
25,Japan,Basic,735.14,Romance,9/18/2024
37,Australia,Premium,333.43,Comedy,7/18/2024
45,Mexico,Premium,626.7,Documentary,10/30/2024
61,France,Premium,32.99,Horror,6/30/2024
68,UK,Standard,112.73,Sci-Fi,2/15/2025
56,Australia,Basic,375.41,Action,7/3/2024
20,Mexico,Standard,173.94,Drama,9/11/2024
47,Mexico,Basic,741.93,Sci-Fi,4/11/2024
46,Canada,Premium,520.87,Drama,9/21/2024
27,Japan,Basic,663.42,Documentary,10/31/2024
60,UK,Basic,17.5,Documentary,2/15/2025
35,Japan,Basic,310.37,Action,7/27/2024
74,Japan,Standard,822.25,Comedy,12/19/2024
22,Brazil,Standard,715.77,Documentary,10/17/2024
79,Mexico,Premium,187.63,Documentary,12/7/2024
33,Japan,Basic,97.67,Documentary,4/23/2024
65,Australia,Premium,244.68,Sci-Fi,11/29/2024
58,UK,Basic,462.21,Action,2/8/2025
54,Japan,Premium,307.43,Sci-Fi,7/26/2024
28,Australia,Basic,961.05,Comedy,7/28/2024
29,France,Premium,451.93,Sci-Fi,3/14/2024
63,UK,Standard,750.82,Documentary,11/7/2024
67,UK,Basic,727.55,Documentary,12/3/2024
67,Canada,Premium,629.56,Action,2/12/2025
48,Australia,Premium,761.14,Drama,1/14/2025
73,France,Basic,768.21,Action,2/28/2025
25,Canada,Standard,625.69,Romance,3/25/2024
26,Brazil,Basic,760.39,Sci-Fi,9/23/2024
59,USA,Basic,652.29,Documentary,11/16/2024
28,Mexico,Premium,570.13,Romance,8/12/2024
40,Canada,Standard,227.15,Horror,3/23/2024
53,France,Standard,791.24,Action,12/7/2024
26,UK,Standard,605.62,Drama,7/26/2024
56,France,Premium,63.57,Sci-Fi,3/13/2024
71,France,Premium,836.97,Drama,9/11/2024
30,Canada,Basic,644.3,Horror,3/11/2024
38,Mexico,Standard,768.97,Documentary,1/28/2025
40,Germany,Basic,607.94,Drama,6/16/2024
17,Brazil,Premium,490.24,Comedy,5/3/2024
49,Australia,Standard,650.03,Comedy,7/11/2024
64,Germany,Basic,115.9,Action,11/19/2024
34,Mexico,Standard,843.31,Documentary,12/20/2024
15,UK,Premium,672.48,Horror,1/5/2025
42,USA,Basic,712.7,Drama,10/15/2024
28,UK,Premium,401.68,Action,7/19/2024
27,Australia,Standard,501.86,Horror,9/26/2024
61,Japan,Premium,25.94,Comedy,9/24/2024
20,Japan,Premium,184.2,Romance,11/12/2024
80,USA,Premium,72.78,Drama,3/31/2024
61,Australia,Standard,166.84,Action,11/30/2024
63,USA,Basic,986.04,Drama,3/9/2024
57,UK,Basic,45.74,Comedy,9/9/2024
75,France,Basic,470.01,Sci-Fi,10/28/2024
38,Germany,Premium,947.06,Horror,7/15/2024
34,Brazil,Standard,626.89,Drama,7/21/2024
48,Japan,Standard,24.3,Horror,9/24/2024
17,Canada,Premium,806.91,Sci-Fi,5/27/2024
61,Canada,Premium,183.98,Drama,6/30/2024
39,Germany,Standard,57.87,Romance,12/14/2024
19,France,Standard,824.78,Action,4/15/2024
23,USA,Standard,76.39,Comedy,2/13/2025
28,Mexico,Premium,438,Drama,4/20/2024
68,Japan,Premium,519.08,Action,9/23/2024
41,Canada,Standard,170.52,Sci-Fi,1/24/2025
43,Japan,Standard,818.41,Documentary,1/21/2025
70,Germany,Premium,555.63,Documentary,5/6/2024
18,Japan,Premium,898.33,Horror,4/11/2024
48,USA,Premium,896.14,Documentary,3/28/2024
68,India,Standard,909.18,Documentary,4/19/2024
51,Canada,Premium,657.46,Drama,6/10/2024
65,USA,Standard,378.08,Sci-Fi,2/1/2025
78,Germany,Basic,79.5,Horror,4/12/2024
48,India,Standard,774.19,Sci-Fi,11/30/2024
34,Japan,Standard,25.2,Romance,8/19/2024
18,France,Basic,833.9,Romance,8/27/2024
21,Australia,Standard,284.67,Comedy,8/17/2024
40,USA,Premium,968.09,Sci-Fi,1/9/2025
71,Japan,Premium,131.12,Action,10/28/2024
47,Mexico,Basic,579.43,Documentary,7/29/2024
78,Brazil,Basic,11.02,Horror,4/4/2024
76,Australia,Standard,436.54,Action,3/6/2025
48,UK,Premium,814.67,Action,10/31/2024
21,Canada,Standard,816.86,Horror,9/27/2024
35,UK,Basic,16.97,Action,6/17/2024
56,Canada,Basic,407.65,Romance,11/11/2024
14,France,Basic,852.33,Horror,11/6/2024
50,India,Basic,642.3,Comedy,8/29/2024
21,Germany,Premium,711.71,Sci-Fi,1/18/2025
44,UK,Basic,347.96,Sci-Fi,3/20/2024
16,Australia,Basic,710.47,Drama,12/15/2024
45,Mexico,Basic,236.31,Comedy,9/22/2024
66,France,Basic,683.24,Drama,10/9/2024
76,Brazil,Standard,255.63,Action,1/14/2025
40,UK,Basic,445.05,Horror,8/1/2024
19,France,Basic,559.12,Romance,5/2/2024
14,France,Standard,521.18,Comedy,5/16/2024
57,Mexico,Standard,753.85,Horror,1/21/2025
28,USA,Standard,553.92,Horror,12/4/2024
41,Canada,Basic,889.42,Action,2/27/2025
24,Germany,Premium,100.99,Action,4/28/2024
72,Australia,Standard,522.89,Sci-Fi,9/14/2024
38,USA,Basic,395.8,Sci-Fi,3/2/2025
70,Japan,Basic,530.78,Action,9/30/2024
80,France,Basic,991.05,Horror,12/24/2024
73,India,Basic,483.45,Romance,12/5/2024
57,UK,Basic,503.56,Action,12/12/2024
42,Japan,Basic,508.32,Romance,6/22/2024
26,Brazil,Standard,902.95,Action,8/27/2024
14,Canada,Basic,159.87,Sci-Fi,4/8/2024
77,Japan,Basic,183.84,Sci-Fi,8/12/2024
